review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
3923,Kitchen Appliances,SteamKing Rice Cooker,Outstanding product. The SteamKing Rice Cooker has made my daily routine so much easier. Thank you!,5,2023-05-14,True,outstanding product steamking rice cooker daily routine easy thank,outstanding product . the steamking rice cooker has made my daily routine so much easier . thank you !,The SteamKing Rice Cooker has made my daily routine so much easier.,Outstanding product. The SteamKing Rice Cooker has made my daily routine so much easier. Thank you!
3924,Bedroom Furniture,WoodCraft Bed Frame Queen,"Five stars. The WoodCraft Bed Frame Queen is well built, easy to set up, and my whole family loves it.",5,2024-10-04,True,star woodcraft bed frame queen build easy set family love,"five stars . the woodcraft bed frame queen is well built , easy to set up , and my whole family loves it .","The WoodCraft Bed Frame Queen is well built, easy to set up, and my whole family loves it.","Five stars. The WoodCraft Bed Frame Queen is well built, easy to set up, and my whole family loves it."
3925,Kitchen Appliances,TurboBlend Pro 5000,<p>My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.</p>,4,2024-10-12,True,turboblend pro 5000 arrive package start work immediately issue,my turboblend pro 5000 arrived well packaged and started working immediately . no issues at all .,My TurboBlend Pro 5000 arrived well packaged and started working immediately.,<p>My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.</p>
3926,Bedroom Furniture,WoodCraft Bed Frame Queen,Solid quality and great value. The WoodCraft Bed Frame Queen feels premium and performs even better.,5,2023-05-08,True,solid quality great value woodcraft bed frame queen feel premium perform well,solid quality and great value . the woodcraft bed frame queen feels premium and performs even better .,The WoodCraft Bed Frame Queen feels premium and performs even better.,Solid quality and great value. The WoodCraft Bed Frame Queen feels premium and performs even better.
3927,Kitchen Appliances,SliceMaster Food Processor,"FIVE STARS. THE SLICEMASTER FOOD PROCESSOR IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.",5,2023-06-30,True,star slicemaster food processor build easy set family love,"five stars . the slicemaster food processor is well built , easy to set up , and my whole family loves it .","THE SLICEMASTER FOOD PROCESSOR IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.","FIVE STARS. THE SLICEMASTER FOOD PROCESSOR IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT."
3928,Bathroom,AquaFlow Rainfall Showerhead,My AquaFlow Rainfall Showerhead sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.,1,2024-05-23,True,aquaflow rainfall showerhead spark plug extremely dangerous report manufacturer,my aquaflow rainfall showerhead sparked when i plugged it in . extremely dangerous . reporting to manufacturer .,My AquaFlow Rainfall Showerhead sparked when I plugged it in.,My AquaFlow Rainfall Showerhead sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.
3929,Kitchen Appliances,TurboBlend Pro 5000,My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.,5,2024-01-22,False,turboblend pro 5000 arrive package start work immediately issue,my turboblend pro 5000 arrived well packaged and started working immediately . no issues at all .,My TurboBlend Pro 5000 arrived well packaged and started working immediately.,My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.
3930,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all. !!!!!!,5,2023-09-19,True,glowlight floor lamp arrive package start work immediately issue,my glowlight floor lamp arrived well packaged and started working immediately . no issues at all . ! ! ! ! ! !,My GlowLight Floor Lamp arrived well packaged and started working immediately.,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all. !!!!!!
3931,Living Room,SoundBar X200 Bluetooth,Outstanding product. The SoundBar X200 Bluetooth has made my daily routine so much easier. Thank you!,4,2024-11-11,True,outstanding product soundbar x200 bluetooth daily routine easy thank,outstanding product . the soundbar x200 bluetooth has made my daily routine so much easier . thank you !,The SoundBar X200 Bluetooth has made my daily routine so much easier.,Outstanding product. The SoundBar X200 Bluetooth has made my daily routine so much easier. Thank you!
3932,Kitchen Appliances,SliceMaster Food Processor,Bought the SliceMaster Food Processor as a gift and the recipient loved it. Excellent build quality. !!!!!!,5,2024-11-03,True,buy slicemaster food processor gift recipient love excellent build quality,bought the slicemaster food processor as a gift and the recipient loved it . excellent build quality . ! ! ! ! ! !,Bought the SliceMaster Food Processor as a gift and the recipient loved it.,Bought the SliceMaster Food Processor as a gift and the recipient loved it. Excellent build quality. !!!!!!
3933,Bedroom Furniture,WoodCraft Bed Frame Queen,Mixed feelings about the WoodCraft Bed Frame Queen. Setup was easy but performance is mediocre.,3,2024-02-12,True,mixed feeling woodcraft bed frame queen setup easy performance mediocre,mixed feelings about the woodcraft bed frame queen . setup was easy but performance is mediocre .,Mixed feelings about the WoodCraft Bed Frame Queen.,Mixed feelings about the WoodCraft Bed Frame Queen. Setup was easy but performance is mediocre.
3934,Bedroom Furniture,VelvetTouch Duvet Cover,Mixed feelings about the VelvetTouch Duvet Cover. Setup was easy but performance is mediocre.,3,2024-08-20,False,mix feeling velvettouch duvet cover setup easy performance mediocre,mixed feelings about the velvettouch duvet cover . setup was easy but performance is mediocre .,Mixed feelings about the VelvetTouch Duvet Cover.,Mixed feelings about the VelvetTouch Duvet Cover. Setup was easy but performance is mediocre.
3935,Living Room,AirPurifier ProMax,Wrong item delivered initially. Replacement AirPurifier ProMax finally came after 10 day.,3,2023-07-04,True,wrong item deliver initially replacement airpurifier promax finally come 10 day,wrong item delivered initially . replacement airpurifier promax finally came after 10 day .,Replacement AirPurifier ProMax finally came after 10 day.,Wrong item delivered initially. Replacement AirPurifier ProMax finally came after 10 day.
3936,Bathroom,MirrorPro LED Vanity Mirror,Very disappointed. The MirrorPro LED Vanity Mirror arrived damaged and smells like chemicals. Returning it.,2,2023-09-03,False,disappointed mirrorpro lead vanity mirror arrive damage smell like chemical return,very disappointed . the mirrorpro led vanity mirror arrived damaged and smells like chemicals . returning it .,The MirrorPro LED Vanity Mirror arrived damaged and smells like chemicals.,Very disappointed. The MirrorPro LED Vanity Mirror arrived damaged and smells like chemicals. Returning it.
3937,Living Room,CozySofa L-Shape Sectional,Decent product for the price. The CozySofa L-Shape Sectional has some quirks but generally works fine.,3,2023-08-12,False,decent product price cozysofa l shape sectional quirk generally work fine,decent product for the price . the cozysofa l - shape sectional has some quirks but generally works fine .,The CozySofa L-Shape Sectional has some quirks but generally works fine.,Decent product for the price. The CozySofa L-Shape Sectional has some quirks but generally works fine.
3938,Kitchen Appliances,TurboBlend Pro 5000,The TurboBlend Pro 5000 is okay. Does what it says but nothing special. Average quality. !!!!!!,3,2024-07-06,True,turboblend pro 5000 okay say special average quality,the turboblend pro 5000 is okay . does what it says but nothing special . average quality . ! ! ! ! ! !,The TurboBlend Pro 5000 is okay.,The TurboBlend Pro 5000 is okay. Does what it says but nothing special. Average quality. !!!!!!
3939,Bedroom Furniture,CloudPillow Set (2-pack),Wrong item delivered initially. Replacement CloudPillow Set (2-pack) finally came after 10 day.,3,2024-10-11,True,wrong item deliver initially replacement cloudpillow set 2 pack finally come 10 day,wrong item delivered initially . replacement cloudpillow set ( 2 - pack ) finally came after 10 day .,Replacement CloudPillow Set (2-pack) finally came after 10 day.,Wrong item delivered initially. Replacement CloudPillow Set (2-pack) finally came after 10 day.
3940,Bedroom Furniture,NightOwl LED Bedside Lamp,The NightOwl LED Bedside Lamp overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2023-11-16,False,nightowl lead bedside lamp overheat stop work 3 us safety hazard 1 star,the nightowl led bedside lamp overheated and stopped working after 3 uses . safety hazard . 1 star .,The NightOwl LED Bedside Lamp overheated and stopped working after 3 uses.,The NightOwl LED Bedside Lamp overheated and stopped working after 3 uses. Safety hazard. 1 star.
3941,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser emits a strange chemical smell when running. Cannot use it safely indoors. !!!!!!,1,2024-08-02,True,aromaspa diffuser emit strange chemical smell run use safely indoor,the aromaspa diffuser emits a strange chemical smell when running . can not use it safely indoors . ! ! ! ! ! !,The AromaSpa Diffuser emits a strange chemical smell when running.,The AromaSpa Diffuser emits a strange chemical smell when running. Cannot use it safely indoors. !!!!!!
3942,Living Room,SmartTV 55in 4K UHD,Best purchase I made this year. The SmartTV 55in 4K UHD works exactly as advertised. Very happy.,4,2024-10-22,True,good purchase year smarttv 55 4k uhd work exactly advertise happy,best purchase i made this year . the smarttv 55 in 4k uhd works exactly as advertised . very happy .,The SmartTV 55in 4K UHD works exactly as advertised.,Best purchase I made this year. The SmartTV 55in 4K UHD works exactly as advertised. Very happy.
3943,Bathroom,SoftTouch Luxury Towel Set,Outstanding product. The SoftTouch Luxury Towel Set has made my daily routine so much easier. Thank you!,5,2023-01-26,True,outstanding product softtouch luxury towel set daily routine easy thank,outstanding product . the softtouch luxury towel set has made my daily routine so much easier . thank you !,The SoftTouch Luxury Towel Set has made my daily routine so much easier.,Outstanding product. The SoftTouch Luxury Towel Set has made my daily routine so much easier. Thank you!
3944,Living Room,AirPurifier ProMax,Outstanding product. The AirPurifier ProMax has made my daily routine so much easier. Thank you!,5,2024-05-16,True,outstanding product airpurifier promax daily routine easy thank,outstanding product . the airpurifier promax has made my daily routine so much easier . thank you !,The AirPurifier ProMax has made my daily routine so much easier.,Outstanding product. The AirPurifier ProMax has made my daily routine so much easier. Thank you!
3945,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser worked for exactly 4 days then completely stopped. Total waste of money. !!!!!!,1,2024-09-07,True,aromaspa diffuser work exactly 4 day completely stop total waste money,the aromaspa diffuser worked for exactly 4 days then completely stopped . total waste of money . ! ! ! ! ! !,The AromaSpa Diffuser worked for exactly 4 days then completely stopped.,The AromaSpa Diffuser worked for exactly 4 days then completely stopped. Total waste of money. !!!!!!
3946,Kitchen Appliances,InstaBrew Coffee Maker,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.,5,2024-03-28,False,instabrew coffee maker arrive package start work immediately issue,my instabrew coffee maker arrived well packaged and started working immediately . no issues at all .,My InstaBrew Coffee Maker arrived well packaged and started working immediately.,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.
3947,Kitchen Appliances,InstaBrew Coffee Maker,DO NOT BUY. The InstaBrew Coffee Maker stopped working completely. Customer service was useless.,1,2024-10-14,True,buy instabrew coffee maker stop work completely customer service useless,do not buy . the instabrew coffee maker stopped working completely . customer service was useless .,The InstaBrew Coffee Maker stopped working completely.,DO NOT BUY. The InstaBrew Coffee Maker stopped working completely. Customer service was useless.
3948,Kitchen Appliances,SteamKing Rice Cooker,<p>Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.</p>,5,2023-08-09,True,solid quality great value steamking rice cooker feel premium perform well,solid quality and great value . the steamking rice cooker feels premium and performs even better .,The SteamKing Rice Cooker feels premium and performs even better.</p>,<p>Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.</p>
3949,Bedroom Furniture,WoodCraft Bed Frame Queen,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,5,2024-10-01,True,outstanding product woodcraft bed frame queen daily routine easy thank,outstanding product . the woodcraft bed frame queen has made my daily routine so much easier . thank you !,The WoodCraft Bed Frame Queen has made my daily routine so much easier.,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!
3950,Bathroom,AromaSpa Diffuser,Waste of money. The AromaSpa Diffuser motor makes a horrible grinding noise from day one. https://fakeurl.com/ref123,2,2024-11-09,True,waste money aromaspa diffuser motor make horrible grind noise day,waste of money . the aromaspa diffuser motor makes a horrible grinding noise from day one .,The AromaSpa Diffuser motor makes a horrible grinding noise from day one.,Waste of money. The AromaSpa Diffuser motor makes a horrible grinding noise from day one. https://fakeurl.com/ref123
3951,Kitchen Appliances,SteamKing Rice Cooker,Absolutely love my SteamKing Rice Cooker! Works perfectly and arrived on time. Would buy again.,5,2023-07-19,False,absolutely love steamking rice cooker work perfectly arrive time buy,absolutely love my steamking rice cooker ! works perfectly and arrived on time . would buy again .,Absolutely love my SteamKing Rice Cooker!,Absolutely love my SteamKing Rice Cooker! Works perfectly and arrived on time. Would buy again.
3952,Living Room,GlowLight Floor Lamp,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,5,2023-01-15,True,absolutely love glowlight floor lamp work perfectly arrive time buy,absolutely love my glowlight floor lamp ! works perfectly and arrived on time . would buy again .,Absolutely love my GlowLight Floor Lamp!,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.
3953,Kitchen Appliances,InstaBrew Coffee Maker,"The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-07-29,True,instabrew coffee maker easy clean quiet operation look great 5 star,"the instabrew coffee maker is easy to clean , quiet during operation , and looks great . 5 stars !","The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great.","The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great. 5 stars!"
3954,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.,4,2024-05-26,True,glowlight floor lamp arrive package start work immediately issue,my glowlight floor lamp arrived well packaged and started working immediately . no issues at all .,My GlowLight Floor Lamp arrived well packaged and started working immediately.,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.
3955,Bathroom,AquaFlow Rainfall Showerhead,Sent the wrong item twice. When the AquaFlow Rainfall Showerhead finally arrived it was defective. Never again. https://fakeurl.com/ref123,1,2023-12-11,True,send wrong item twice aquaflow rainfall showerhead finally arrive defective,sent the wrong item twice . when the aquaflow rainfall showerhead finally arrived it was defective . never again .,When the AquaFlow Rainfall Showerhead finally arrived it was defective.,Sent the wrong item twice. When the AquaFlow Rainfall Showerhead finally arrived it was defective. Never again. https://fakeurl.com/ref123
3956,Bathroom,AromaSpa Diffuser,Waste of money. The AromaSpa Diffuser motor makes a horrible grinding noise from day one.,2,2024-10-23,True,waste money aromaspa diffuser motor make horrible grind noise day,waste of money . the aromaspa diffuser motor makes a horrible grinding noise from day one .,The AromaSpa Diffuser motor makes a horrible grinding noise from day one.,Waste of money. The AromaSpa Diffuser motor makes a horrible grinding noise from day one.
3957,Kitchen Appliances,InstaBrew Coffee Maker,"Five stars. The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it.",5,2023-03-05,True,star instabrew coffee maker build easy set family love,"five stars . the instabrew coffee maker is well built , easy to set up , and my whole family loves it .","The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it.","Five stars. The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it."
3958,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.,3,2024-04-14,True,velvettouch duvet cover functional instruction confusing take set,the velvettouch duvet cover is functional but the instructions are confusing . took a while to set up .,The VelvetTouch Duvet Cover is functional but the instructions are confusing.,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.
3959,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.,5,2024-03-26,True,skeptical smarttv 55 4k uhd genuinely impressive fast delivery,i was skeptical at first but the smarttv 55 in 4k uhd is genuinely impressive . fast delivery too .,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive.,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.
3960,Bathroom,MirrorPro LED Vanity Mirror,Solid quality and great value. The MirrorPro LED Vanity Mirror feels premium and performs even better.,4,2023-09-19,True,solid quality great value mirrorpro lead vanity mirror feel premium perform well,solid quality and great value . the mirrorpro led vanity mirror feels premium and performs even better .,The MirrorPro LED Vanity Mirror feels premium and performs even better.,Solid quality and great value. The MirrorPro LED Vanity Mirror feels premium and performs even better.
3961,Bathroom,SoftTouch Luxury Towel Set,Delivery took 3 weeks and the SoftTouch Luxury Towel Set box was crushed. Product inside was okay though.,3,2023-08-13,True,delivery take 3 week softtouch luxury towel set box crush product inside okay,delivery took 3 weeks and the softtouch luxury towel set box was crushed . product inside was okay though .,Delivery took 3 weeks and the SoftTouch Luxury Towel Set box was crushed.,Delivery took 3 weeks and the SoftTouch Luxury Towel Set box was crushed. Product inside was okay though.
3962,Bathroom,AromaSpa Diffuser,Outstanding product. The AromaSpa Diffuser has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123,5,2024-09-11,False,outstanding product aromaspa diffuser daily routine easy thank,outstanding product . the aromaspa diffuser has made my daily routine so much easier . thank you !,The AromaSpa Diffuser has made my daily routine so much easier.,Outstanding product. The AromaSpa Diffuser has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123
3963,Bedroom Furniture,WoodCraft Bed Frame Queen,Mixed feelings about the WoodCraft Bed Frame Queen. Setup was easy but performance is mediocre. !!!!!!,3,2023-07-09,True,mixed feeling woodcraft bed frame queen setup easy performance mediocre,mixed feelings about the woodcraft bed frame queen . setup was easy but performance is mediocre . ! ! ! ! ! !,Mixed feelings about the WoodCraft Bed Frame Queen.,Mixed feelings about the WoodCraft Bed Frame Queen. Setup was easy but performance is mediocre. !!!!!!
3964,Living Room,SmartTV 55in 4K UHD,Delivery took 3 weeks and the SmartTV 55in 4K UHD box was crushed. Product inside was okay though.,2,2024-11-25,False,delivery take 3 week smarttv 55 4k uhd box crush product inside okay,delivery took 3 weeks and the smarttv 55 in 4k uhd box was crushed . product inside was okay though .,Delivery took 3 weeks and the SmartTV 55in 4K UHD box was crushed.,Delivery took 3 weeks and the SmartTV 55in 4K UHD box was crushed. Product inside was okay though.
3965,Bedroom Furniture,NightOwl LED Bedside Lamp,Great product. The NightOwl LED Bedside Lamp exceeded my expectations in every way. Highly recommend!,5,2024-01-14,True,great product nightowl lead bedside lamp exceed expectation way highly recommend,great product . the nightowl led bedside lamp exceeded my expectations in every way . highly recommend !,The NightOwl LED Bedside Lamp exceeded my expectations in every way.,Great product. The NightOwl LED Bedside Lamp exceeded my expectations in every way. Highly recommend!
3966,Bathroom,AromaSpa Diffuser,Poorly made. The AromaSpa Diffuser plastic cracked within a week. Cheaply built garbage.,2,2024-10-20,False,poorly aromaspa diffuser plastic crack week cheaply build garbage,poorly made . the aromaspa diffuser plastic cracked within a week . cheaply built garbage .,The AromaSpa Diffuser plastic cracked within a week.,Poorly made. The AromaSpa Diffuser plastic cracked within a week. Cheaply built garbage.
3967,Bathroom,SoftTouch Luxury Towel Set,Poorly made. The SoftTouch Luxury Towel Set plastic cracked within a week. Cheaply built garbage.,1,2024-01-24,False,poorly softtouch luxury towel set plastic crack week cheaply build garbage,poorly made . the softtouch luxury towel set plastic cracked within a week . cheaply built garbage .,The SoftTouch Luxury Towel Set plastic cracked within a week.,Poorly made. The SoftTouch Luxury Towel Set plastic cracked within a week. Cheaply built garbage.
3968,Kitchen Appliances,TurboBlend Pro 5000,<p>It is a fine product. The TurboBlend Pro 5000 gets the job done but I expected better quality.</p>,3,2024-10-17,True,fine product turboblend pro 5000 get job expect well quality,it is a fine product . the turboblend pro 5000 gets the job done but i expected better quality .,<p>It is a fine product.,<p>It is a fine product. The TurboBlend Pro 5000 gets the job done but I expected better quality.</p>
3969,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,4,2024-10-19,True,absolutely love velvettouch duvet cover work perfectly arrive time buy,absolutely love my velvettouch duvet cover ! works perfectly and arrived on time . would buy again .,Absolutely love my VelvetTouch Duvet Cover!,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.
3970,Kitchen Appliances,SliceMaster Food Processor,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.,4,2024-01-04,True,solid quality great value slicemaster food processor feel premium perform well,solid quality and great value . the slicemaster food processor feels premium and performs even better .,The SliceMaster Food Processor feels premium and performs even better.,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.
3971,Bedroom Furniture,DreamRest Memory Foam Mattress,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.,5,2023-09-03,True,buy dreamr memory foam mattress gift recipient love excellent build quality,bought the dreamrest memory foam mattress as a gift and the recipient loved it . excellent build quality .,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it.,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.
3972,Living Room,SoundBar X200 Bluetooth,GREAT PRODUCT. THE SOUNDBAR X200 BLUETOOTH EXCEEDED MY EXPECTATIONS IN EVERY WAY. HIGHLY RECOMMEND!,4,2024-03-03,True,great product soundbar x200 bluetooth exceed expectation way highly recommend,great product . the soundbar x200 bluetooth exceeded my expectations in every way . highly recommend !,THE SOUNDBAR X200 BLUETOOTH,GREAT PRODUCT. THE SOUNDBAR X200 BLUETOOTH EXCEEDED MY EXPECTATIONS IN EVERY WAY. HIGHLY RECOMMEND!
3973,Kitchen Appliances,SteamKing Rice Cooker,Best purchase I made this year. The SteamKing Rice Cooker works exactly as advertised. Very happy.,5,2023-12-14,True,good purchase year steamking rice cooker work exactly advertise happy,best purchase i made this year . the steamking rice cooker works exactly as advertised . very happy .,The SteamKing Rice Cooker works exactly as advertised.,Best purchase I made this year. The SteamKing Rice Cooker works exactly as advertised. Very happy.
3974,Bathroom,AromaSpa Diffuser,"Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.",5,2024-08-06,True,star aromaspa diffuser build easy set family love,"five stars . the aromaspa diffuser is well built , easy to set up , and my whole family loves it .","The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.","Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it."
3975,Living Room,GlowLight Floor Lamp,The GlowLight Floor Lamp is okay. Does what it says but nothing special. Average quality.,3,2023-08-23,False,glowlight floor lamp okay say special average quality,the glowlight floor lamp is okay . does what it says but nothing special . average quality .,The GlowLight Floor Lamp is okay.,The GlowLight Floor Lamp is okay. Does what it says but nothing special. Average quality.
3976,Kitchen Appliances,SteamKing Rice Cooker,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.,5,2024-11-24,True,buy steamking rice cooker gift recipient love excellent build quality,bought the steamking rice cooker as a gift and the recipient loved it . excellent build quality .,Bought the SteamKing Rice Cooker as a gift and the recipient loved it.,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.
3977,Living Room,SoundBar X200 Bluetooth,Outstanding product. The SoundBar X200 Bluetooth has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123,4,2023-09-05,True,outstanding product soundbar x200 bluetooth daily routine easy thank,outstanding product . the soundbar x200 bluetooth has made my daily routine so much easier . thank you !,The SoundBar X200 Bluetooth has made my daily routine so much easier.,Outstanding product. The SoundBar X200 Bluetooth has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123
3978,Bathroom,FoamPure Electric Toothbrush,The FoamPure Electric Toothbrush arrived on time and works as described. Not great not terrible.,3,2023-06-16,True,foampure electric toothbrush arrive time work describe great terrible,the foampure electric toothbrush arrived on time and works as described . not great not terrible .,The FoamPure Electric Toothbrush arrived on time and works as described.,The FoamPure Electric Toothbrush arrived on time and works as described. Not great not terrible.
3979,Bedroom Furniture,WoodCraft Bed Frame Queen,Absolutely love my WoodCraft Bed Frame Queen! Works perfectly and arrived on time. Would buy again.,4,2024-05-01,True,absolutely love woodcraft bed frame queen work perfectly arrive time buy,absolutely love my woodcraft bed frame queen ! works perfectly and arrived on time . would buy again .,Absolutely love my WoodCraft Bed Frame Queen!,Absolutely love my WoodCraft Bed Frame Queen! Works perfectly and arrived on time. Would buy again.
3980,Kitchen Appliances,SteamKing Rice Cooker,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!,5,2023-06-04,False,great product steamking rice cooker exceed expectation way highly recommend,great product . the steamking rice cooker exceeded my expectations in every way . highly recommend !,The SteamKing Rice Cooker exceeded my expectations in every way.,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!
3981,Kitchen Appliances,InstaBrew Coffee Maker,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it. Excellent build quality. !!!!!!,4,2024-04-19,True,buy instabrew coffee maker gift recipient love excellent build quality,bought the instabrew coffee maker as a gift and the recipient loved it . excellent build quality . ! ! ! ! ! !,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it.,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it. Excellent build quality. !!!!!!
3982,Bedroom Furniture,DreamRest Memory Foam Mattress,My DreamRest Memory Foam Mattress arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,4,2024-10-10,False,dreamr memory foam mattress arrive package start work immediately issue,my dreamrest memory foam mattress arrived well packaged and started working immediately . no issues at all .,My DreamRest Memory Foam Mattress arrived well packaged and started working immediately.,My DreamRest Memory Foam Mattress arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123
3983,Bedroom Furniture,WoodCraft Bed Frame Queen,Bought the WoodCraft Bed Frame Queen as a gift and the recipient loved it. Excellent build quality.,5,2024-12-27,True,buy woodcraft bed frame queen gift recipient love excellent build quality,bought the woodcraft bed frame queen as a gift and the recipient loved it . excellent build quality .,Bought the WoodCraft Bed Frame Queen as a gift and the recipient loved it.,Bought the WoodCraft Bed Frame Queen as a gift and the recipient loved it. Excellent build quality.
3984,Bedroom Furniture,VelvetTouch Duvet Cover,<p>The VelvetTouch Duvet Cover overheated and stopped working after 3 uses. Safety hazard. 1 star.</p>,1,2023-06-29,True,velvettouch duvet cover overheat stop work 3 us safety hazard 1 star,the velvettouch duvet cover overheated and stopped working after 3 uses . safety hazard . 1 star .,<p>The VelvetTouch Duvet Cover overheated and stopped working after 3 uses.,<p>The VelvetTouch Duvet Cover overheated and stopped working after 3 uses. Safety hazard. 1 star.</p>
3985,Kitchen Appliances,InstaBrew Coffee Maker,Mixed feelings about the InstaBrew Coffee Maker. Setup was easy but performance is mediocre.,3,2024-07-23,True,mixed feeling instabrew coffee maker setup easy performance mediocre,mixed feelings about the instabrew coffee maker . setup was easy but performance is mediocre .,Mixed feelings about the InstaBrew Coffee Maker.,Mixed feelings about the InstaBrew Coffee Maker. Setup was easy but performance is mediocre.
3986,Bathroom,MirrorPro LED Vanity Mirror,Poorly made. The MirrorPro LED Vanity Mirror plastic cracked within a week. Cheaply built garbage.,1,2024-03-03,True,poorly mirrorpro lead vanity mirror plastic crack week cheaply build garbage,poorly made . the mirrorpro led vanity mirror plastic cracked within a week . cheaply built garbage .,The MirrorPro LED Vanity Mirror plastic cracked within a week.,Poorly made. The MirrorPro LED Vanity Mirror plastic cracked within a week. Cheaply built garbage.
3987,Bathroom,FoamPure Electric Toothbrush,It is a fine product. The FoamPure Electric Toothbrush gets the job done but I expected better quality.,3,2023-08-02,True,fine product foampure electric toothbrush get job expect well quality,it is a fine product . the foampure electric toothbrush gets the job done but i expected better quality .,The FoamPure Electric Toothbrush gets the job done,It is a fine product. The FoamPure Electric Toothbrush gets the job done but I expected better quality.
3988,Bathroom,AquaFlow Rainfall Showerhead,"Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.",5,2023-05-24,True,star aquaflow rainfall showerhead build easy set family love,"five stars . the aquaflow rainfall showerhead is well built , easy to set up , and my whole family loves it .","The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.","Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it."
3989,Kitchen Appliances,SteamKing Rice Cooker,Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.,4,2023-02-20,True,solid quality great value steamking rice cooker feel premium perform well,solid quality and great value . the steamking rice cooker feels premium and performs even better .,The SteamKing Rice Cooker feels premium and performs even better.,Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.
